序号与项目,检查点,原文关键词,解析关键词,原文短证据,解析短证据,Codex预检,人工结论,人工意见
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 1 — 一、建设项目基本情况 建设项目名称 广东创卓电器有限公司迁扩建项目 项目代码 无 建设单位联系 人 吴** 联系方式 138******** , 1 — 一、建设项目基本情况 建设项目名称 广东创卓电器有限公司迁扩建项目 项目代码 无 建设单位联系 人 吴** 联系方式 138******** ,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,产品与产量,产品方案、主要产品、产品名称,产品方案、主要产品、产品名称, 迁建后项目的主要生产原辅材料和产品方案详见下表 2-2 和表 2-3； 表 2-2 迁扩建后主要原辅材料及其用量 类别 名称 迁建前 年用量 迁建后 , 迁建后项目的主要生产原辅材料和产品方案详见下表 2-2 和表 2-3； 表 2-2 迁扩建后主要原辅材料及其用量 类别 名称 迁建前 年用量 迁建后 ,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料,主要原辅材料、原辅材料,管控，大力推进低 VOCs 含量原辅材料替代。 本项目产生的挥发性有机物 采用围蔽型集气罩收集后，经 “活性炭吸附”装置处理后引 至楼顶高空排放，本项目,管控，大力推进低 VOCs 含量原辅材料替代。 本项目产生的挥发性有机物 采用围蔽型集气罩收集后，经 “活性炭吸附”装置处理后引 至楼顶高空排放，本项目,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,生产设备,主要生产设备、生产设施,主要生产设备、生产设施,脱模、排放恶臭气味的生产 工艺和生产设施。 本项目 50 米范围内无声环境 敏感点，100 米范围内无居住 区、学校、医院等敏感用地。 符合 10 结合,脱模、排放恶臭气味的生产 工艺和生产设施。 本项目 50 米范围内无声环境 敏感点，100 米范围内无居住 区、学校、医院等敏感用地。 符合 10 结合,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,高环境风险”产品。项目生产产品、生产工艺和生产设备均不属于《产 业结构调整指导目录（2024 年本）》中的限制或禁止类别，也不属于国家发展 改革委商务部,高环境风险”产品。项目生产产品、生产工艺和生产设备均不属于《产 业结构调整指导目录（2024 年本）》中的限制或禁止类别，也不属于国家发展 改革委商务部,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量,..... 69 建设项目污染物排放量汇总表......................................................,..... 69 建设项目污染物排放量汇总表......................................................,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭, 采用围蔽型集气罩收集后，经 “活性炭吸附”装置处理后引 至楼顶高空排放，本项目不使 用高 VOCs 含量原辅材料 符合 18 制定园区环境风险事故防范, 采用围蔽型集气罩收集后，经 “活性炭吸附”装置处理后引 至楼顶高空排放，本项目不使 用高 VOCs 含量原辅材料 符合 18 制定园区环境风险事故防范,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,方资质佐证材 料。 企业严格执行危险废物 转移计划报批、依法建 立危险废物转移联单， 并通过信息系统登记转 移计划和电子转移联 单。 符合 — 13 —,方资质佐证材 料。 企业严格执行危险废物 转移计划报批、依法建 立危险废物转移联单， 并通过信息系统登记转 移计划和电子转移联 单。 符合 第15页 —,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,氮氧化物及挥发性有 机物等）实施总量控制；上年度 重点河涌水质未达到水环境质 量目标的管控分区所在镇（街 道），须组织编制、系统实施、 向社会公开区域重,氮氧化物及挥发性有 机物等）实施总量控制；上年度 重点河涌水质未达到水环境质 量目标的管控分区所在镇（街 道），须组织编制、系统实施、 向社会公开区域重,关键词已对应，待人工核验数值与字段归属,,
148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,...........39 五、环境保护措施监督检查清单................................................,...........39 五、环境保护措施监督检查清单................................................,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,项目基本情况,建设地点、总投资、环保投资,建设地点、总投资、环保投资,限公司 法人代表：麦智亨 （2）建设地点及四至 佛山市顺德区建德包装实业有限公司拟搬迁至广东省佛山市顺德区杏坛镇昌教村 昌教工业园十路 2 号。搬迁扩建,限公司 法人代表：麦智亨 （2）建设地点及四至 佛山市顺德区建德包装实业有限公司拟搬迁至广东省佛山市顺德区杏坛镇昌教村 昌教工业园十路 2 号。搬迁扩建,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,产品与产量,产品方案、主要产品、年产,产品方案、主要产品、年产, 20170041，批准规模为：年产保护纸 3600 万米、保护膜 5800 吨，并于 2017 年 8 月 1 日通过环保竣工验收。 2018 年 1, 20170041，批准规模为：年产保护纸 3600 万米、保护膜 5800 吨，并于 2017 年 8 月 1 日通过环保竣工验收。 2018 年 1,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、辅料,主要原辅材料、原辅材料、辅料,7 2.3 搬迁扩建前项目产品、原辅材料及生产设备 .............................................. 78 ,7 2.3 搬迁扩建前项目产品、原辅材料及生产设备 .............................................. 78 ,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,度不高于相应 的排放限值；车间或生产设施排气中 NMHC 初始排放速率≥3 kg/h 时， 建设 VOCs 处理设施且处理效率≥ 80%； b）厂区内无,度不高于相应 的排放限值；车间或生产设施排气中 NMHC 初始排放速率≥3 kg/h 时， 建设 VOCs 处理设施且处理效率≥ 80%； b）厂区内无,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,. 78 2.4 搬迁扩建前工程生产工艺流程 .....................................................,. 78 2.4 搬迁扩建前工程生产工艺流程 .....................................................,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,功能的产业发展。新建 VOCs 排放量 大的企业入工业园区并符合园区相应规划 要求。 根据《杏坛镇南城区控制性详 细规划》，项目用地属于工业 用地。本项,功能的产业发展。新建 VOCs 排放量 大的企业入工业园区并符合园区相应规划 要求。 根据《杏坛镇南城区控制性详 细规划》，项目用地属于工业 用地。本项,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,程中，应采取废气收 集措施，提高废气收集效率，减少废气的无 组织排放与逸散。 吹膜废气收集后通过“活性炭 吸附+催化燃烧”废气处理设 施进行处理，处理达,程中，应采取废气收 集措施，提高废气收集效率，减少废气的无 组织排放与逸散。 吹膜废气收集后通过“活性炭 吸附+催化燃烧”废气处理设 施进行处理，处理达,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,.... 278 5.5 营运期固体废物环境影响评价 .................................................,.... 278 5.5 营运期固体废物环境影响评价 .................................................,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准, 9.4 污染源排放清单及污染物总量指标建议 .................................................... , 9.4 污染源排放清单及污染物总量指标建议 .................................................... ,关键词已对应，待人工核验数值与字段归属,,
149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版,监督检查清单,,,,,原文未自动定位，待人工确认,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,00 1 一、建设项目基本情况 建设项目名称 浙江宏昌电器科技股份有限公司佛山分公司新建项目 项目代码 无 建设单位联系 人 周治龙 联系方式 1379,6页 1 一、建设项目基本情况 建设项目名称 浙江宏昌电器科技股份有限公司佛山分公司新建项目 项目代码 无 建设单位联系 人 周治龙 联系方式 1379,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,产品与产量,产品方案、主要产品、产品名称,产品方案、主要产品、产品名称,按要求编写环境影响报告表。 2.产品方案 根据建设单位提供的资料，本项目的产品产量见表 2-1。 表 2-1 产品产能一览表 产品类型 年产量 备注 洗,按要求编写环境影响报告表。 2.产品方案 根据建设单位提供的资料，本项目的产品产量见表 2-1。 表 2-1 产品产能一览表 产品类型 年产量 备注 洗,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料,主要原辅材料、原辅材料,P塑料粒，不属于高 VOCs含量原辅材料。项目 注塑、热合工序产生的非甲 烷总烃收集后经活性炭处 理后高空排放。 符合 3.与《挥发性有机物（VOCs）,P塑料粒，不属于高 VOCs含量原辅材料。项目 注塑、热合工序产生的非甲 烷总烃收集后经活性炭处 理后高空排放。 符合 3.与《挥发性有机物（VOCs）,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,量 产品规定的除外 本项目车间或生产设施排 气中 NMHC 初始排放速率 小于 3kg/h。 符合 6.与《重点行业挥发性有机物综合治理方案》的通知（环,量 产品规定的除外 本项目车间或生产设施排 气中 NMHC 初始排放速率 小于 3kg/h。 符合 6.与《重点行业挥发性有机物综合治理方案》的通知（环,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污节点,工艺流程、生产工艺、产污节点,采购清单。鼓励重点行 业企业开展生产工艺和设备 水性化改造，推广使用水性、 高固体分、无溶剂、粉末等低 VOCs 含量涂料。 本项目不涉及高 VOCs ,采购清单。鼓励重点行 业企业开展生产工艺和设备 水性化改造，推广使用水性、 高固体分、无溶剂、粉末等低 VOCs 含量涂料。 本项目不涉及高 VOCs ,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,..... 71 建设项目污染物排放量汇总表 .....................................................,..... 71 建设项目污染物排放量汇总表 .....................................................,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,程中会产生一定量的有机废气，有机废气治理与 地区的治理政策符合性分析见下表。 3 表 1-1 项目与有机污染物治理政策的相符性 序号 政策要求 工程内容,程中会产生一定量的有机废气，有机废气治理与 地区的治理政策符合性分析见下表。 第8页 3 表 1-1 项目与有机污染物治理政策的相符性 序号 政策要求 ,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物,危险废物、固体废物, 高排气筒 DA001 排放。 固体废物 生活垃圾集中堆放，委托环卫部门及时清运处置；一般工业固废进 行统一收集后外售，厂区内有固定的固废堆放处；危险废, 高排气筒 DA001 排放。 固体废物 生活垃圾集中堆放，委托环卫部门及时清运处置；一般工业固废进 行统一收集后外售，厂区内有固定的固废堆放处；危险废,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准, 为 0.818t/a，VOCs总量指标由 顺德区分配划拨。 符合 4 放量规模需要总量替代的，由 本级生态环境主管部门自行 确定范围，并按照要求审核总, 为 0.818t/a，VOCs总量指标由 顺德区分配划拨。 符合 第9页 4 放量规模需要总量替代的，由 本级生态环境主管部门自行 确定范围，并按照要,关键词已对应，待人工核验数值与字段归属,,
150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 32 五、环境保护措施监督检查清单 ...............................................,.......... 32 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,声明 1 一、建设项目基本情况 建设项目名称 佛山市智枞电器制造有限公司扩建项目 项目代码 无 建设单位联系人 王** 联系方式 131926*****,6页 1 一、建设项目基本情况 建设项目名称 佛山市智枞电器制造有限公司扩建项目 项目代码 无 建设单位联系人 王** 联系方式 131926*****,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,产品与产量,产品方案、主要产品,产品方案、主要产品,距离衰减等措施削减。 不变 2、主要产品及产能 表 2-2 项目扩建前后产品方案一览表 序号 名称 扩建前产量 增减量 扩建后产量 单位 备注 1 钢板,距离衰减等措施削减。 不变 2、主要产品及产能 表 2-2 项目扩建前后产品方案一览表 序号 名称 扩建前产量 增减量 扩建后产量 单位 备注 1 钢板,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、原料名称,主要原辅材料、原辅材料、原料名称,制新建生产 和使用高挥发性有机物原辅材料项 目，优先开展低 VOCs 含量原辅材料 替代，强化无组织排放控制。原则上 不再新建、扩建新增氮氧化物、烟（粉,制新建生产 和使用高挥发性有机物原辅材料项 目，优先开展低 VOCs 含量原辅材料 替代，强化无组织排放控制。原则上 不再新建、扩建新增氮氧化物、烟（粉,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,度不高于相应的排放限值； 车间或生产设施排气中 NMHC 初始排放速率≥3kg/h 时，建设 VOCs 处理设施且处理效率≥ 80%； b）厂区内无组织,度不高于相应的排放限值； 车间或生产设施排气中 NMHC 初始排放速率≥3kg/h 时，建设 VOCs 处理设施且处理效率≥ 80%； b）厂区内无组织,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,强无组织排放控制。推进 使用先进生产工艺。通过采用全 密闭、连续化、自动化等生产技 术，以及高效工艺与设备等，减 少工艺过程无组织排放。挥发性 有机液体,强无组织排放控制。推进 使用先进生产工艺。通过采用全 密闭、连续化、自动化等生产技 术，以及高效工艺与设备等，减 少工艺过程无组织排放。挥发性 有机液体,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量,..... 69 建设项目污染物排放量汇总表 .....................................................,..... 69 建设项目污染物排放量汇总表 .....................................................,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,装袋封装。 符合 3.3 50-废气收集-废气收集系统的输 送管道应密闭。废气收集系统应 在负压下运行，若处于正压状 态，应对管道组件的密封垫进 行泄漏,装袋封装。 符合 3.3 50-废气收集-废气收集系统的输 送管道应密闭。废气收集系统应 在负压下运行，若处于正压状 态，应对管道组件的密封垫进 行泄漏,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物,危险废物、固体废物,及产品暂存区、办公室、卫生 间、危险废物暂存区及一般固废 暂存区 项目所在建筑物为9层建筑，总 高度为55.2m，本项目位于建筑 物第7层，单层高5.9,及产品暂存区、办公室、卫生 间、危险废物暂存区及一般固废 暂存区 项目所在建筑物为9层建筑，总 高度为55.2m，本项目位于建筑 物第7层，单层高5.9,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,水应执行《城镇污水处理厂污 染物排放标准》（GB18918-2002）一 级 A 标准及《广东省水污染物排放 限值》（DB44/26 -2001）的较严,水应执行《城镇污水处理厂污 染物排放标准》（GB18918-2002）一 级 A 标准及《广东省水污染物排放 限值》（DB44/26 -2001）的较严,关键词已对应，待人工核验数值与字段归属,,
151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 41 五、环境保护措施监督检查清单 ...............................................,.......... 41 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,82 1 一、建设项目基本情况 建设项目名称 广东图特精密五金科技股份有限公司智能制造基地建设项目重新报 批 项目代码 无 建设单位联系人 *** 联系,6页 1 一、建设项目基本情况 建设项目名称 广东图特精密五金科技股份有限公司智能制造基地建设项目重新报 批 项目代码 无 建设单位联系人 *** 联系,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,产品与产量,产品方案、主要产品、产品名称,产品方案、主要产品、产品名称,属于金属制品业、 塑料制品业， 年产缓冲铰链5 亿个、 移门及配件 1000 万套、 滑轨 1750 万套、 衣 （橱） 柜收纳系统400 万套。不属于,属于金属制品业、 塑料制品业， 年产缓冲铰链5 亿个、 移门及配件 1000 万套、 滑轨 1750 万套、 衣 （橱） 柜收纳系统400 万套。不属于,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、原料名称,主要原辅材料、原辅材料、原料名称,...... 153 附件 4 原辅材料 MSDS ................................ .................,...... 153 附件 4 原辅材料 MSDS ................................ .................,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,生产设备,设备名称、生产设施,设备名称、生产设施,柜子的配件。 3、主要生产工艺、生产设施、设施参数 本项目主要生产工艺、生产设施、设施参数及计量单位见下表。 表 2-4 项目主要生产工艺、生产设施、设,柜子的配件。 3、主要生产工艺、生产设施、设施参数 本项目主要生产工艺、生产设施、设施参数及计量单位见下表。 表 2-4 项目主要生产工艺、生产设施、设,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,合 4.2 鼓励重点行业企业开展生产工艺 项目使用的原辅材料有 符合 11 和设备水性化改造，推广使用水 性、高固体分、无溶剂、粉末等低 VOCs 含量,合 4.2 鼓励重点行业企业开展生产工艺 项目使用的原辅材料有 符合 第16页 11 和设备水性化改造，推广使用水 性、高固体分、无溶剂、粉末等低 VO,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,新增氮氧化物、 烟 （粉） 尘 排放量较大的建设项目 1-8.【土壤/禁止类】 禁止新建、 扩建增 加重点防控的重金属污染物排放的建 设项目。 活污水处,新增氮氧化物、 烟 （粉） 尘 排放量较大的建设项目 1-8.【土壤/禁止类】 禁止新建、 扩建增 加重点防控的重金属污染物排放的建 设项目。 活污水处,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,材料的项目，鼓励 建设共性工厂、活性炭集中 再生中心等挥发性有机物第 三方治理项目，推动挥发性 有机物集中高效处理。 项目不属于水泥、平板玻 璃、 化学,材料的项目，鼓励 建设共性工厂、活性炭集中 再生中心等挥发性有机物第 三方治理项目，推动挥发性 有机物集中高效处理。 项目不属于水泥、平板玻 璃、 化学,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,建项目实 施减量替代。 大力推进固体废物源头减 量化、资源化利用和无害 化处置，稳步推进“无废城 市”试点建设。 项目属于重新报批项目， 项目生活污水经,建项目实 施减量替代。 大力推进固体废物源头减 量化、资源化利用和无害 化处置，稳步推进“无废城 市”试点建设。 项目属于重新报批项目， 项目生活污水经,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,尾水达到《城镇污 水处理厂污染物排放标准 （GB18918-2002）一级 A 标准及广东省地方标准 《水污染物排放限值》 （DB44/26-2001）,尾水达到《城镇污 水处理厂污染物排放标准 （GB18918-2002）一级 A 标准及广东省地方标准 《水污染物排放限值》 （DB44/26-2001）,关键词已对应，待人工核验数值与字段归属,,
152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 84 五、环境保护措施监督检查清单 ................................ ..............,.......... 84 五、环境保护措施监督检查清单 ................................ ..............,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 110 一、建设项目基本情况 建设项目名称 | 佛山市全海世家新材料科技有限公司新建项目 项目代码 | / 建设单位联系人 | 欧桂香 | 联系方式 ,同110 一、建设项目基本情况 建设项目名称 佛山市全海世家新材料科技有限公司新建项目 项目代码 / 建设单位联系人 欧桂香 联系方式 13018569,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,产品与产量,产品方案、主要产品、年产,产品方案、主要产品、年产,元，占地面积7776.8平方米，年产挤塑板300万平方米、改性塑料粒1000吨。 2、总图布置及四至情况 佛山市全海世家新材料科技有限公司新建项目位于佛,元，占地面积7776.8平方米，年产挤塑板300万平方米、改性塑料粒1000吨。2、总图布置及四至情况佛山市全海世家新材料科技有限公司新建项目位于佛山市,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,原辅材料,主要原辅材料、原辅材料、辅料,主要原辅材料、原辅材料、辅料,覆胶属于鼓励使用的低VOCs含量原辅材料，符合政策要求。符合1.2第四十五条 产生含挥发性有机物废气的生产和服务活动，应当在密闭空间或者设备中进行，并按,覆胶属于鼓励使用的低VOCs含量原辅材料，符合政策要求。 符合1. 2第四十五条 产生含挥发性有机物废气的生产和服务活动，应当在密闭空间或者设备中进行，,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,清单 根据建设单位提供资料，项目主要生产设备如下表所示。表2-9 项目主要生产设备一览表序号设备名称型号规格参数数量单位使用工序位置混料机50kg/h1,备清单根据建设单位提供资料，项目主要生产设备如下表所示。表2-9 项目主要生产设备一览表序号设备名称型号规格参数数量单位使用工序位置混料机50kg/h1,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,色采购清单。鼓励重点行业企业开展生产工艺和设备水性化改造，推广使用水性、高固体分、无溶剂、粉末等低VOCs含量涂料。本项目使用的包覆胶属于鼓励使用的低V,采购清单。 鼓励重点行业企业开展生产工艺和设备水性化改造，推广使用水性、高固体分、无溶剂、粉末等低VOCs含量涂料。 本项目使用的包覆胶属于鼓励使用的低,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量,70 附表 71 建设项目污染物排放量汇总表 71 附图1 地理位置图 72 附图2 总平面布置图 73 附图3 四至图及监测点位示意图 74 附图4 ,论70 附表71 建设项目污染物排放量汇总表71 附图1 地理位置图72 附图2 总平面布置图73 附图3 四至图及监测点位示意图74 附图4 敏感点分,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,废气经车间密闭负压收集后进入1套活性炭吸附系统处理后引至楼顶1个15米高的排气筒DA001排放，包覆废气经车间密闭负压收集后进入1套活性炭吸附系统处理后,废气经车间密闭负压收集后进入1套活性炭吸附系统处理后引至楼顶1个15米高的排气筒DA001排放，包覆废气经车间密闭负压收集后进入1套活性炭吸附系统处理后,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,处理方资质佐证材料。企业严格执行危险废物转移计划报批、依法建立危险废物转移联单，并通过信息系统登记转移计划和电子转移联单。符合4.6要求建设单位需对有机,理方资质佐证材料。 企业严格执行危险废物转移计划报批、依法建立危险废物转移联单，并通过信息系统登记转移计划和电子转移联单。 符合4. 6要求建设单位需对,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,做好重点行业建设项目挥发性有机物总量指标管理工作的通知》（佛顺环函[2019]56号）9.1涉VOCs排放项目，实现本行政区域内污染源“点对点”2倍量削,做好重点行业建设项目挥发性有机物总量指标管理工作的通知》（佛顺环函[2019]56号）9. 1涉VOCs排放项目，实现本行政区域内污染源“点对点”2倍量,关键词已对应，待人工核验数值与字段归属,,
